headword,pos,cefr,tier,tier_name,amirnet_level,is_connector,source
automatically,adverb,A2,1,ליבה,1-2,,CEFR-J v1.5
auxiliary,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
availability,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
available,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
avenue,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
average,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
avoid,verb,A2,1,ליבה,1-2,,CEFR-J v1.5
await,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
award,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
aware,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
awareness,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
awe,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
awesome,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
awful,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
awkward,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
ax/axe,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
axis,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
babysit,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
babysitter,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
backache,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
background,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
backpack,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
backpacker,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
backpacking,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
backup,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
backward/backwards,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
backyard,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bacon,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
badge,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
badly,adverb,A2,1,ליבה,1-2,,CEFR-J v1.5
badminton,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
bad-tempered,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
baggage,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bake,verb,A2,1,ליבה,1-2,,CEFR-J v1.5
baker,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bakery,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
balance,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
balanced,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
balcony,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
bald,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
balky,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
ballad,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
ballet,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
balloon,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
ballot,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
ban,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bandage,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bang,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bank account,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
banker,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
banking,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
bankrupt,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bankruptcy,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
barbecue,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
barber,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
barbershop,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bare,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
barely,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bargain,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
bark,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
barley,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
barman,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
barn,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
barometer,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
barrel,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
barren,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
barrier,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bartender,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
base,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
basement,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
basic,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
basically,adverb,A2,1,ליבה,1-2,,CEFR-J v1.5
basin,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
basis,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
basket,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
batch,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
bathe,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bathhouse,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
battery,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
battle,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
battlefield,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bay,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
beagle,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
beak,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
beam,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
beard,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bearing,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
beast,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
beat,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
beautifully,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
beautify,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
beauty,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
beaver,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
because of,preposition,B1,2,ליבה מורחבת,2-3,true,CEFR-J v1.5
bedside,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
been,be-verb,A2,1,ליבה,1-2,,CEFR-J v1.5
beer,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
beg,verb,A2,1,ליבה,1-2,,CEFR-J v1.5
beginner,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
beginning,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
behalf,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
behave,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
behavior/behaviour,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
being,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
belief,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bellow,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
belly,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
belong,verb,A2,1,ליבה,1-2,,CEFR-J v1.5
belongings,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
beloved,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
belt,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
bench,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
bend,verb,A2,1,ליבה,1-2,,CEFR-J v1.5
beneath,preposition,B1,2,ליבה מורחבת,2-3,true,CEFR-J v1.5
beneficial,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
benefit,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
benevolence,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
benevolent,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bent,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
berry,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
besides,adverb,A2,1,ליבה,1-2,true,CEFR-J v1.5
bestow,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bestseller,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bet,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
betray,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bewilder,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bewilderment,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
beyond,preposition,A2,1,ליבה,1-2,true,CEFR-J v1.5
bid,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bidding,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bikini,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bilingual,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bill,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
billion,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bin,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bind,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bio,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
biochemistry,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
biography,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
biological,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
biology,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
biotechnology,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
birdcage,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
birthplace,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bishop,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bit,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
bite,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
bitter,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bitterly,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bizarre,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
blackboard,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
blade,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
blame,verb,A2,1,ליבה,1-2,,CEFR-J v1.5
blanket,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
blast,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
blaze,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bleed,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
blend,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bless,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
blessing,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
blind,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
blindly,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
blindness,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
blink,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
blog,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
blogger,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
blonde,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
blood,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
bloodstream,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bloody,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bloom,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
blooming,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
blossom,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
blur,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
blurt,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
blush,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
board game,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
boast,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
boil,verb,A2,1,ליבה,1-2,,CEFR-J v1.5
boiled,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
boiling,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bold,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
boldly,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bolt,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bomb,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bombard,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bomber,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bombing,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bond,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bonus,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
bony,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bookcase,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
booking,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bookish,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
booklet,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bookmark,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bookshelf,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
bookshop,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
boom,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
boost,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
boot,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
booth,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
border,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bore,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bored,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
boredom,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
boss,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
bossy,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
botany,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bother,verb,A2,1,ליבה,1-2,,CEFR-J v1.5
bothered,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bothersome,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bounce,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bound,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bourbon,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bow,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
boxer,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
boxing,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bra,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
bracelet,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bracket,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
brag,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
brainstorm,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
brainstorming,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
brake,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
branch,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
brand,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
brand-new,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
brass,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
brave,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
bravely,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bravery,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
breakable,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
breakdown,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
breakthrough,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
breakup,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
breast,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
breath,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
breathless,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
breathtaking,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
breed,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
breeding,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
breeze,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
breezy,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
brewery,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
brick,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bride,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
brief,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
briefly,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
brightly,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
brilliant,adjective,A2,1,ליבה,1-2,,CEFR-J v1.5
brilliantly,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
broad,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
broadband,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
broadcast,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
broadcaster,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
broaden,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
broadly,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
broccoli,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
brochure,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bronze,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
brotherhood,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
brother-in-law,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
browse,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
browser,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bruise,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bubble,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bud,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
buddy,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
budget,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
bug,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
builder,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bulb,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
bulimia,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bull,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bullet,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bulletin,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bully,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bum,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bump,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bumper,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bun,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bunch,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
burden,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
burdensome,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bureau,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bureaucracy,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
burglar,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
burglary,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
burgle,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
burial,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
burn,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
burning,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
burst,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bury,verb,A2,1,ליבה,1-2,,CEFR-J v1.5
bus station,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
bus stop,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
bush,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
businessman,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
businesswoman,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
bust,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
bustle,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
bustling,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
butcher,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
buyer,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
buzz,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
cab,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
cabbage,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
cabin,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
cabinet,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
cable,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
cafeteria,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
cage,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
calculate,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
calculation,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
calculator,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
calendar,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
calf,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
caller,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
calm,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
calmly,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
calmness,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
camel,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
campaign,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
camping,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
campsite,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
campus,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
canal,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
cancel,verb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
cancer,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
candidate,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
candle,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
cane,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
canned,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
cannonball,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
canon,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
canteen,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
capability,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
capable,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
capacity,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
capital,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
capital letter,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
capsule,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
captain,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
caption,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
captive,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
capture,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
car park,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
caravan,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
carbon,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
carbon dioxide,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
carbon footprint,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
carbon monoxide,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
cardboard,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
cardigan,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
career,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
carefree,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
careless,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
carelessly,adverb,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
carelessness,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
caring,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
carnival,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
carpet,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
carpool,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
carriage,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
carrot,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
carton,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
carve,verb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
cascade,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
cash,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
cashpoint,noun,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
cassette,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
cast,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
castle,noun,A2,1,ליבה,1-2,,CEFR-J v1.5
casual,adjective,B1,2,ליבה מורחבת,2-3,,CEFR-J v1.5
casually,adverb,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
catalog/catalogue,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
catalyst,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
catastrophe,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
catastrophic,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
catchy,adjective,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
categorization/categorisation,noun,B2,3,הרחבה אקדמית,3,,CEFR-J v1.5
